name,Date,State,WindinStudy,BR,SH,LoadinStudy,912L,174L
Alt2,31-Jan,N-0,1759.125335,0,0,1816.73,-107.8503799,-23.55944061
Alt2,31-Jan,N-0,1642.311085,0,0,1806.17,-81.77043152,-18.29029465
Alt2,31-Jan,N-0,1440.637682,0,0,1802.98,-31.28182411,-2.948104143
Alt2,31-Jan,N-0,1256.452243,0,0,1797.7,20.56658173,14.27848911
Alt2,31-Jan,N-0,1133.50961,0,0,1791.89,61.1858902,30.30571556
Alt2,31-Jan,N-0,1010.720981,0,0,1779.26,132.1889496,48.56990051
Alt2,31-Jan,N-0,937.0558796,0,0,1785.37,99.29033661,40.894104
Alt2,31-Jan,N-0,901.0614796,0,0,1803.59,113.4450836,45.5441246
Alt2,31-Jan,N-0,886.8749382,0,0,1820.36,120.9702072,48.58828735
Alt2,31-Jan,N-0,937.1542549,0,0,1834.93,109.3020782,44.2070694
Alt2,31-Jan,N-0,964.7505159,0,0,1827.5,100.3030243,39.83311844
Alt2,31-Jan,N-0,952.8604975,0,0,1814.31,88.13131714,33.95500946
Alt2,31-Jan,N-0,942.5165272,0,0,1813.27,84.75033569,32.51114273
Alt2,31-Jan,N-0,941.5951777,0,0,1842.42,91.02326965,36.81323624
Alt2,31-Jan,N-0,858.5333037,0,0,1835.04,110.7293549,39.70748901
Alt2,31-Jan,N-0,894.858079,0,0,1850.77,107.2265167,37.7689743
Alt2,31-Jan,N-0,920.9461451,0,0,1887.81,110.2567215,36.27787018
Alt2,31-Jan,N-0,789.9677584,380.7692261,183.7563782,1912.66,-21.90285301,14.66702175
Alt2,31-Jan,N-0,758.4682982,346.9958496,0,1897.06,32.55019379,24.69236946
Alt2,31-Jan,N-0,713.7355096,310.1029053,0,1878.86,56.58198547,31.20785713
Alt2,31-Jan,N-0,683.1590286,117.1775208,0,1876.38,137.959198,45.62788391
Alt2,31-Jan,N-0,689.9036797,6.967123032,0,1869.94,174.7448883,51.55260086
Alt2,31-Jan,N-0,676.2051524,0,0,1860.3,178.4431,55.1065712
Alt2,31-Jan,N-0,692.4043531,0,0,1849.88,169.4834747,54.88616943
Alt2,31-Jan,N-0,770.1040132,0,450,1834.2,48.37277603,20.20929337
Alt2,31-Jan,N-0,845.6315722,0,450,1810.06,21.04908562,6.826261997
Alt2,31-Jan,N-0,965.4920149,155.3531952,0,1807.12,14.72251987,4.131845474
Alt2,31-Jan,N-0,1066.360661,0,0,1798.99,43.0873642,4.460692406
Alt2,31-Jan,N-0,1278.136149,0,0,1809.62,-4.394483566,-4.837612152
Alt2,31-Jan,N-0,1323.682704,0,0,1820.48,-11.02937222,-5.757585526
Alt2,31-Jan,N-0,1298.325404,82.49222565,0,1844.88,-27.52190399,-7.74307251
Alt2,31-Jan,N-0,1381.367165,277.256012,0,1900.1,-105.2140884,-23.84585381
Alt2,31-Jan,N-0,1461.477789,356.1741028,147.7177429,1926.73,-177.9329681,-39.94227219
Alt2,31-Jan,N-0,1447.48694,356.1741028,172.1208038,1954.78,-174.8838806,-36.88929749
Alt2,31-Jan,N-0,1456.93249,380.7692261,148.7691803,1947.97,-183.9010315,-40.52367783
Alt2,31-Jan,N-0,1350.545816,380.7692261,380.7692261,1945.07,-196.2891693,-38.47358704
Alt2,31-Jan,N-0,1375.630261,380.7692261,356.1741028,1931.08,-198.1755829,-38.59031296
Alt2,31-Jan,N-0,1356.755142,380.7692261,0,1947.19,-116.6468964,-15.00818539
Alt2,31-Jan,N-0,1307.846038,356.1741028,0,1955.84,-92.42417908,-7.541431427
Alt2,31-Jan,N-0,1390.753164,222.8398743,0,1961.99,-64.26100159,-10.79593658
Alt2,31-Jan,N-0,1455.328311,0,0,1978.57,5.291455269,2.052319288
Alt2,31-Jan,N-0,1440.742214,0,0,1995.54,17.21408081,8.172259331
Alt2,31-Jan,N-0,1268.708434,0,0,1979.16,61.13251114,23.65756416
Alt2,31-Jan,N-0,1092.106072,91.02309418,0,1967.33,75.47525787,31.6784687
Alt2,31-Jan,N-0,939.5366614,305.9153748,0,1947.43,33.18790436,27.13472748
Alt2,31-Jan,N-0,832.297266,356.1741028,0,1927.7,37.73341751,33.76018143
Alt2,31-Jan,N-0,668.6462178,380.7692261,177.1118622,1898.58,28.50696564,37.40590286
Alt2,31-Jan,N-0,565.5925577,380.7692261,380.7692261,1876.87,11.31371689,38.77092361
Alt2,31-Jan,N-0,474.8103304,380.7692261,11.77984047,1860.3,104.8397522,63.83259201
Alt2,31-Jan,N-0,342.2231936,380.7692261,306.2774048,1858.4,76.86849976,56.80052948
Alt2,31-Jan,N-0,252.5958555,380.7692261,380.7692261,1825.36,73.61872101,57.68309784
Alt2,31-Jan,N-0,206.0329434,380.7692261,380.7692261,1826.31,85.46143341,63.55296707
Alt2,31-Jan,N-0,197.3037568,380.7692261,380.7692261,1827.21,87.81557465,66.28723907
Alt2,31-Jan,N-0,198.2118328,380.7692261,380.7692261,1841.51,81.31197357,59.43521881
Alt2,31-Jan,N-0,199.2320857,450,450,1876.81,56.7826767,57.73294449
Alt2,31-Jan,N-0,228.6838499,450,450,1927.94,77.31626892,59.46950912
Alt2,31-Jan,N-0,263.716454,450,450,1956.72,80.97541046,64.13861847
Alt2,31-Jan,N-0,290.1787579,450,450,1969.95,74.29885864,60.85525894
Alt2,31-Jan,N-0,298.3779961,450,450,1964.62,71.27938843,59.08810806
Alt2,31-Jan,N-0,313.5119386,450,450,1969.65,61.89350891,51.63845444
Alt2,31-Jan,N-0,401.449158,450,450,1963.79,30.24653816,39.21929932
Alt2,31-Jan,N-0,500.5310159,450,450,1960.92,2.593327761,33.42007065
Alt2,31-Jan,N-0,490.2878861,450,450,1969.51,9.116620064,36.26552582
Alt2,31-Jan,N-0,425.3055897,450,450,1981.56,35.67273331,47.69754028
Alt2,31-Jan,N-0,441.3789959,450,450,2002.02,29.2355938,40.83057404
Alt2,31-Jan,N-0,475.9923651,450,450,2023.02,22.96527481,38.11175537
Alt2,31-Jan,N-0,470.7359202,450,450,2004.78,19.65069008,35.41968536
Alt2,31-Jan,N-0,497.5350251,450,450,1989.9,7.910016537,28.55921364
Alt2,31-Jan,N-0,552.7556148,450,450,1970.22,-16.83915901,21.73327827
Alt2,31-Jan,N-0,588.5001907,450,450,1949.84,-32.05701447,18.11948204
Alt2,31-Jan,N-0,598.2830181,450,450,1914.83,-47.75445938,8.21320343
Alt2,31-Jan,N-0,523.8286088,450,450,1892.45,-35.19965744,10.90559959
Alt2,31-Jan,N-0,472.92734,450,450,1871.44,-19.85325813,24.50191689
Alt2,31-Jan,N-0,419.9086752,450,450,1867.7,-7.894952774,25.98423386
Alt2,31-Jan,N-0,380.4201505,450,450,1867.93,5.241267204,32.8466301
Alt2,31-Jan,N-0,392.3313409,450,450,1859.37,0.00536405,29.94916344
Alt2,31-Jan,N-0,412.4533031,450,450,1843.93,-7.436161518,25.97535896
Alt2,31-Jan,N-0,401.601076,450,450,1848.4,-3.342358589,30.06775284
Alt2,31-Jan,N-0,403.693645,450,450,1850.25,-9.105340004,32.92085266
Alt2,31-Jan,N-0,421.8957844,450,445.0346069,1865.83,-12.80683136,29.11240768
Alt2,31-Jan,N-0,451.9306622,450,0,1881.09,69.75986481,39.92574692
Alt2,31-Jan,N-0,458.9299903,450,0,1896.63,71.0063858,37.08422852
Alt2,31-Jan,N-0,428.7983954,450,0,1901.66,79.35690308,33.70017242
Alt2,31-Jan,N-0,377.9779744,450,0,1907.18,95.76325226,36.23297119
Alt2,31-Jan,N-0,331.3679736,450,0,1920.63,112.8112564,41.25360489
Alt2,31-Jan,N-0,300.7534914,450,0,1915.71,120.7040482,43.56914902
Alt2,31-Jan,N-0,304.5261831,450,0,1909.98,117.3911667,41.90540314
Alt2,31-Jan,N-0,361.3506536,450,0,1939.9,107.6507339,45.14315414
Alt2,31-Jan,N-0,511.4331963,450,0,1959.55,72.26152039,34.91221619
Alt2,31-Jan,N-0,742.1991897,366.7167358,0,1978.15,40.58375168,19.81336975
Alt2,31-Jan,N-0,947.9020696,0,0,1957.01,108.8582001,26.68657112
Alt2,31-Jan,N-0,1146.193212,0,0,1956.1,57.49670792,19.34036255
Alt2,31-Jan,N-0,1311.96914,0,0,1958.12,20.56739235,16.39436722
Alt2,31-Jan,N-0,1387.428727,0,0,1952.88,13.16651535,15.32805729
Alt2,31-Jan,N-0,1408.519795,0,0,1914.13,2.293168783,5.286380291
Alt2,31-Jan,N-0,1364.157958,0,0,1889.8,16.4466114,8.255163193
Alt2,31-Jan,N-0,1223.969032,0,0,1885.38,55.28768539,19.760746
Alt2,31-Jan,N-0,1127.610434,0,0,1866.6,79.63227081,22.87117195
Alt2,31-Jan,N-0,1030.920053,0,0,1849.86,98.5877533,30.46162224
Alt2,31-Jan,N-0,960.5386922,0,0,1848,115.737709,34.83542252
Alt2,31-Jan,N-0,893.9258735,0,0,1839.55,125.4966965,40.99552536
Alt2,31-Jan,N-0,859.3397512,0,0,1822.42,124.798996,36.42250824
Alt2,31-Jan,N-0,982.793426,0,0,1843.67,97.66837311,28.62161446
Alt2,31-Jan,N-0,1121.918164,0,0,1861.74,59.95315933,17.98099899
Alt2,31-Jan,N-0,1188.520561,410.4437866,0,1853.38,-108.9923325,-21.20440102
Alt2,31-Jan,N-0,1061.854611,450,0,1864.1,-86.65364838,-5.743252277
Alt2,31-Jan,N-0,895.1275177,450,0,1867.39,-37.55047607,19.16722107
Alt2,31-Jan,N-0,750.1361771,450,0,1860.08,-2.914756775,25.55071068
Alt2,31-Jan,N-0,600.9848614,450,0,1860.15,37.42030334,32.14547348
Alt2,31-Jan,N-0,522.2735813,450,0,1859.43,61.25673676,41.95853043
Alt2,31-Jan,N-0,491.196784,450,0,1857.88,66.72091675,40.71874237
Alt2,31-Jan,N-0,468.0406883,450,267.2450867,1866.48,19.8619194,31.55887222
Alt2,31-Jan,N-0,520.3514652,450,450,1901.89,-22.73862839,22.94993019
Alt2,31-Jan,N-0,549.3515258,450,450,1931.79,-20.43131065,20.89368629
Alt2,31-Jan,N-0,593.7512646,450,450,1917.3,-37.17166138,18.12475204
Alt2,31-Jan,N-0,580.7990489,450,450,1888.95,-40.32371521,18.87162018
Alt2,31-Jan,N-0,477.0691011,450,450,1890.17,-11.87652111,28.18544197
Alt2,31-Jan,N-0,416.833442,450,450,1882.58,-0.257074147,29.69368935
Alt2,31-Jan,N-0,344.231806,450,450,1866.48,10.94905567,32.75112534
Alt2,31-Jan,N-0,295.8681772,450,450,1851.18,21.11070442,37.94582367
Alt2,31-Jan,N-0,279.2631998,450,450,1835.57,17.76569748,38.29841995
Alt2,31-Jan,N-0,280.8509941,450,450,1839.44,19.41102791,40.1391449
Alt2,31-Jan,N-0,274.4032911,450,450,1829.44,19.43711281,37.81005859
Alt2,31-Jan,N-0,266.5616279,450,450,1811.72,16.27963638,37.25404739
Alt2,31-Jan,N-0,255.4567723,450,450,1797.59,18.55770874,37.33078003
Alt2,31-Jan,N-0,264.9479123,450,450,1805.42,21.03621483,32.5056076
Alt2,31-Jan,N-0,269.7454469,450,450,1818.96,31.7768631,28.61731911
Alt2,31-Jan,N-0,267.4054258,450,450,1859.69,36.19573212,26.37058067
Alt2,31-Jan,N-0,258.076884,450,450,1876.9,44.60774994,27.1277523
Alt2,31-Jan,N-0,237.2458023,450,450,1886.65,51.00087738,30.95511627
Alt2,31-Jan,N-0,230.0093225,450,450,1882.05,51.54320145,30.80177116
Alt2,31-Jan,N-0,224.4208814,450,450,1882.17,56.03316116,33.38106155
Alt2,31-Jan,N-0,208.5812056,450,450,1876.1,61.35142517,39.4054184
Alt2,31-Jan,N-0,177.6762503,450,450,1857.48,67.46433258,44.1431694
Alt2,31-Jan,N-0,154.225242,450,450,1861.5,75.43347168,45.90719986
Alt2,31-Jan,N-0,142.8232323,450,450,1875.65,80.59635162,46.54669952
Alt2,31-Jan,N-0,136.5489661,450,450,1903.51,88.16534424,44.13761902
Alt2,31-Jan,N-0,114.0135374,450,450,1936.06,107.4963608,50.32914352
Alt2,31-Jan,N-0,105.9808012,450,450,1929.36,109.734024,49.87503433
Alt2,31-Jan,N-0,126.9037548,450,450,1913.77,98.6390686,46.22516632
Alt2,31-Jan,N-0,178.1698872,450,450,1900.67,81.39125061,43.98023224
Alt2,31-Jan,N-0,235.0664734,450,450,1879.1,56.30883408,42.26493835
Alt2,31-Jan,N-0,349.9162562,450,450,1849.59,17.74392128,33.85859299
Alt2,31-Jan,N-0,555.5634384,450,450,1822.72,-50.62254333,16.50182152
Alt2,31-Jan,N-0,765.4111624,450,450,1802.96,-114.0135651,-8.023077011
Alt2,31-Jan,N-0,945.7491674,450,450,1767.43,-162.3374939,-25.02622414
Alt2,31-Jan,N-0,1161.316495,450,450,1753.02,-231.0380554,-48.03519058
Alt2,31-Jan,N-0,1384.528597,19.10814857,380.7692261,1758.89,-119.722847,-31.27720261
Alt2,31-Jan,N-0,1585.757482,0,0,1762.8,-88.2447052,-27.53121948
Alt2,31-Jan,N-0,1724.935357,0,0,1777.33,-90.91907501,-29.64315414
Alt2,31-Jan,N-0,1821.170758,0,113.8144226,1811.78,-152.0049896,-44.93652725
Alt2,31-Jan,N-0,1901.759933,0,316.2013245,1849.5,-205.9658813,-59.00395584
Alt2,31-Jan,N-0,1938.744534,125.9231644,380.7692261,1854.22,-265.0707397,-71.47367096
Alt2,31-Jan,N-0,1940.210164,2.452892303,380.7692261,1857.85,-227.623764,-62.25429535
Alt2,31-Jan,N-0,1881.309064,0,370.1417542,1860.83,-208.4704437,-58.10470581
Alt2,31-Jan,N-0,1745.97435,0,371.8250732,1854.06,-176.2465363,-49.5369606
Alt2,31-Jan,N-0,1567.098221,186.8878326,356.1741028,1836.34,-195.690979,-51.4990387
Alt2,31-Jan,N-0,1387.50411,0,0,1840.45,-0.511894405,-4.136237144
Alt2,31-Jan,N-0,1274.337647,0,0,1847.96,36.71240997,6.771669388
Alt2,31-Jan,N-0,1345.305197,0,0,1848.09,15.49759579,2.189739943
Alt2,31-Jan,N-0,1450.85568,0,0,1875.87,-11.48933315,-1.348350883
Alt2,31-Jan,N-0,1704.641613,0,0,1912.32,-57.88005829,-0.04919916
Alt2,31-Jan,N-0,1938.256104,0,0,1909.13,-126.1024399,-19.37282753
Alt2,31-Jan,N-0,2092.974991,0,0,1907.33,-167.0085602,-28.98678398
Alt2,31-Jan,N-0,2064.262795,0,0,1889.78,-161.1127014,-25.8711319
Alt2,31-Jan,N-0,1982.491456,0,0,1852.09,-161.7448578,-37.18910217
Alt2,31-Jan,N-0,1953.320129,0,0,1823.38,-158.9348755,-35.4395752
Alt2,31-Jan,N-0,1919.151254,0,0,1813.21,-145.7394714,-28.83403969
Alt2,31-Jan,N-0,1978.183941,0,0,1798.15,-161.9158478,-36.98963165
Alt2,31-Jan,N-0,2133.702256,0,0,1794.58,-180.9121704,-28.0372448
Alt2,31-Jan,N-0,2282.499775,0,0,1794.12,-206.4131165,-33.6263504
Alt2,31-Jan,N-0,2283.842015,0,0,1780.52,-209.9032593,-37.40031052
Alt2,31-Jan,N-0,2148.715457,0,0,1770.61,-193.1075134,-38.98166275
Alt2,31-Jan,N-0,2016.773466,0,0,1780.87,-179.6740723,-49.87263489
Alt2,31-Jan,N-0,1941.693344,0,0,1809.14,-153.3174896,-40.23631287
Alt2,31-Jan,N-0,1905.674661,0,0,1852.57,-135.7660522,-31.30247688
Alt2,31-Jan,N-0,1857.440547,0,0,1852.05,-123.3026657,-23.37932205
Alt2,31-Jan,N-0,1811.222144,0,0,1865.86,-111.1280441,-17.21466064
Alt2,31-Jan,N-0,1747.632118,0,0,1882.9,-93.94245911,-10.83545113
Alt2,31-Jan,N-0,1646.266663,0,0,1886.1,-69.92772675,-1.416519403
Alt2,31-Jan,N-0,1533.445514,0,0,1879.6,-44.2117424,8.031697273
Alt2,31-Jan,N-0,1393.32619,14.63251781,0,1872.42,-14.95886421,19.40574646
Alt2,31-Jan,N-0,1237.13061,16.34358978,0,1867.21,16.19481277,22.75086975
Alt2,31-Jan,N-0,1032.336168,356.1741028,0,1881.56,-48.55941772,14.24002552
Alt2,31-Jan,N-0,883.3313689,380.7692261,380.7692261,1922.19,-79.63624573,11.72998047
Alt2,31-Jan,N-0,810.1578631,383.9374695,380.7692261,1953.29,-47.28214645,16.64879036
Alt2,31-Jan,N-0,773.4637535,380.7692261,380.7692261,1928.03,-44.68730545,16.39221001
Alt2,31-Jan,N-0,681.8136616,380.7692261,380.7692261,1913.58,-22.61773109,22.54131508
Alt2,31-Jan,N-0,585.7735653,380.7692261,380.7692261,1909.98,-1.349987388,28.63013458
Alt2,31-Jan,N-0,510.9222395,380.7692261,450,1896.84,0.34144035,30.13796425
Alt2,31-Jan,N-0,437.7327785,380.7692261,380.7692261,1868.07,27.87229347,39.9570961
Alt2,31-Jan,N-0,389.5884018,380.7692261,380.7692261,1845.38,38.87140274,39.87331772
Alt2,31-Jan,N-0,395.7502997,380.7692261,380.7692261,1821.11,25.69927788,27.97838211
Alt2,31-Jan,N-0,418.0819874,380.7692261,450,1801.52,-2.006645679,13.6055727
Alt2,31-Jan,N-0,464.9473064,380.7692261,380.7692261,1795.4,-4.51259613,13.27069378
Alt2,31-Jan,N-0,558.2682431,380.7692261,380.7692261,1805.58,-29.33778572,4.534012794
Alt2,31-Jan,N-0,605.3998144,380.7692261,380.7692261,1814.61,-37.00821686,4.471381187
Alt2,31-Jan,N-0,691.1979349,380.7692261,450,1823.2,-67.19544983,-4.370419979
Alt2,31-Jan,N-0,722.2494602,380.7692261,450,1844.92,-67.66675568,-3.971746445
Alt2,31-Jan,N-0,731.8872747,380.7692261,450,1892.7,-54.02138138,3.674202681
Alt2,31-Jan,N-0,774.1894326,380.7692261,450,1908.36,-58.26835632,3.284186363
Alt2,31-Jan,N-0,889.134028,450,450,1917.06,-113.6619949,-17.02509117
Alt2,31-Jan,N-0,945.754405,380.7692261,450,1917.45,-96.22805786,-7.429718018
Alt2,31-Jan,N-0,937.2822299,380.7692261,450,1909.85,-94.7013855,-4.08004427
Alt2,31-Jan,N-0,891.5458307,380.7692261,450,1907.71,-82.11730957,0.003107371
Alt2,31-Jan,N-0,852.4700785,380.7692261,450,1908.75,-71.3205719,2.244068623
Alt2,31-Jan,N-0,852.0650887,380.7692261,450,1910.85,-71.36307526,-1.581913948
Alt2,31-Jan,N-0,845.4615672,380.7692261,450,1916.58,-66.5121994,-1.85563004
Alt2,31-Jan,N-0,953.9062028,380.7692261,380.7692261,1948.66,-73.26530457,0.313862026
Alt2,31-Jan,N-0,955.7327323,380.7692261,380.7692261,1972.71,-66.36599731,4.482234955
Alt2,31-Jan,N-0,937.9649312,380.7692261,380.7692261,1961.19,-64.61025238,1.733208776
Alt2,31-Jan,N-0,959.0443318,380.7692261,380.7692261,1942.96,-77.11364746,-3.274298668
Alt2,31-Jan,N-0,1023.663025,380.7692261,380.7692261,1925.8,-104.9011612,-10.59768867
Alt2,31-Jan,N-0,1037.931527,380.7692261,380.7692261,1895.18,-119.661705,-11.36157417
Alt2,31-Jan,N-0,1054.463118,380.7692261,380.7692261,1875.7,-134.8006287,-14.41167068
Alt2,31-Jan,N-0,1054.280935,323.3805542,380.7692261,1852.65,-116.2863846,-11.88811874
Alt2,31-Jan,N-0,899.4012203,0,0,1834.61,115.3294296,47.6772728
Alt2,31-Jan,N-0,796.6897984,323.3805542,323.3805542,1831.11,-35.21455002,12.56601715
Alt2,31-Jan,N-0,692.9206536,323.3805542,356.1741028,1826.02,-13.09857845,20.00475693
Alt2,31-Jan,N-0,520.2557592,323.3805542,356.1741028,1820.2,35.51121521,39.74243546
Alt2,31-Jan,N-0,362.2790701,380.7692261,380.7692261,1828.85,58.78466797,53.57555008
Alt2,31-Jan,N-0,277.6997837,380.7692261,380.7692261,1839.99,78.05839539,53.22438049
Alt2,31-Jan,N-0,242.4520313,408.9412537,450,1873.44,73.66046906,48.18928528
Alt2,31-Jan,N-0,186.8799975,450,450,1913.04,88.97879028,50.19431305
Alt2,31-Jan,N-0,146.3296625,450,450,1900.89,97.83177185,47.80573273
Alt2,31-Jan,N-0,106.6439063,450,450,1885.21,103.4658051,49.14304352
Alt2,31-Jan,N-0,99.56822041,450,450,1879.9,103.8381424,49.58821106
Alt2,31-Jan,N-0,112.1978068,450,450,1877.79,99.11709595,49.34901428
Alt2,31-Jan,N-0,103.9475377,450,450,1874.1,96.12162781,51.8535347
Alt2,31-Jan,N-0,90.90116283,450,450,1867.49,99.65723419,54.93439484
Alt2,31-Jan,N-0,83.06627107,450,450,1870.03,101.1384735,54.03139114
Alt2,31-Jan,N-0,91.08090842,450,450,1896.94,104.0674667,56.94836807
Alt2,31-Jan,N-0,101.3352056,450,450,1922.86,104.8558578,50.99927521
Alt2,31-Jan,N-0,94.3427406,450,450,1928.75,107.9134216,51.19885254
Alt2,31-Jan,N-0,108.7350678,450,450,1908.44,99.45024109,48.38531494
Alt2,31-Jan,N-0,95.2498844,450,450,1908.05,101.0973358,47.12142944
Alt2,31-Jan,N-0,83.01746897,450,450,1900.02,100.2647858,49.07018661
Alt2,31-Jan,N-0,72.79322833,450,450,1861.61,91.69862366,46.65460205
Alt2,31-Jan,N-0,107.6780511,450,450,1800.7,67.08974457,43.52157211
Alt2,31-Jan,N-0,163.6798894,450,450,1782.08,44.80716705,32.21725845
Alt2,31-Jan,N-0,183.4429625,450,450,1765.51,34.01937866,27.86465263
Alt2,31-Jan,N-0,202.3289912,450,450,1759.07,29.89199066,26.92133141
Alt2,31-Jan,N-0,242.3191571,450,450,1760.97,18.1925106,22.4566021
Alt2,31-Jan,N-0,280.8697079,450,450,1768.04,1.349834204,16.81689072
Alt2,31-Jan,N-0,267.134477,450,450,1772.04,3.141388655,18.56622124
Alt2,31-Jan,N-0,260.0523636,450,450,1774.5,7.499471188,21.70981026
Alt2,31-Jan,N-0,245.654899,450,450,1786.66,15.46091747,26.64439774
Alt2,31-Jan,N-0,219.8495075,450,450,1820.65,28.24477005,34.35714722
Alt2,31-Jan,N-0,191.2682629,450,450,1818.44,35.17344666,31.67794609
Alt2,31-Jan,N-0,164.8103132,450,450,1829.53,45.14176941,33.14357376
Alt2,31-Jan,N-0,148.5558499,450,450,1842.02,51.74427414,32.99409866
Alt2,31-Jan,N-0,114.6902888,450,450,1861.5,67.27906799,36.97420883
Alt2,31-Jan,N-0,100.5719354,450,450,1843.17,69.76718903,37.8400116
Alt2,31-Jan,N-0,94.32973224,450,450,1832.22,72.6015625,45.93296814
Alt2,31-Jan,N-0,95.03660232,450,450,1838.31,79.09793091,52.64095688
Alt2,31-Jan,N-0,129.3335281,450,450,1837.42,69.69564056,50.28600311
Alt2,31-Jan,N-0,212.3466249,450,450,1863.96,53.74806213,45.73575974
Alt2,31-Jan,N-0,291.085601,450,450,1910.39,43.71818924,44.34220123
Alt2,31-Jan,N-0,467.0960486,450,450,1907.57,-11.57532692,32.54487991
Alt2,31-Jan,N-0,637.5244002,450,450,1880.27,-70.74153137,11.17121696
Alt2,31-Jan,N-0,800.5707879,450,450,1877.66,-116.0882492,-8.367232323
Alt2,31-Jan,N-0,999.177844,450,450,1847.44,-178.3494873,-26.8315258
Alt2,31-Jan,N-0,1119.569401,450,450,1829.6,-208.9917603,-34.21124268
Alt2,31-Jan,N-0,1205.184289,449.9271545,450,1813.33,-235.7693939,-43.13834
Alt2,31-Jan,N-0,1206.220733,380.7692261,421.4837341,1814.3,-203.0673828,-36.18541336
Alt2,31-Jan,N-0,1214.97022,255.6880798,380.7692261,1800.6,-153.9022217,-26.88652229
Alt2,31-Jan,N-0,1256.940824,6.114393711,380.7692261,1777.97,-81.19303894,-16.18758965
Alt2,31-Jan,N-0,1265.430791,0,380.7692261,1769.63,-81.06845093,-17.90521431
Alt2,31-Jan,N-0,1306.938866,0,57.51437378,1763.61,-28.01336098,-8.4182024
Alt2,31-Jan,N-0,1293.059335,0,60.82808304,1757.09,-26.31351852,-9.014183998
Alt2,31-Jan,N-0,1258.736562,0,172.6408081,1774.28,-33.58243942,-12.37540054
Alt2,31-Jan,N-0,1168.297221,0,264.0920105,1802.53,-24.14300728,-12.35952568
Alt2,31-Jan,N-0,1126.50828,319.4381104,380.7692261,1810.71,-148.6096954,-32.55913162
Alt2,31-Jan,N-0,1098.756185,323.3805542,380.7692261,1822.91,-139.0219727,-25.24349022
Alt2,31-Jan,N-0,1034.948164,261.4156799,356.1741028,1837.31,-90.64144897,-10.94736481
Alt2,31-Jan,N-0,874.481288,380.7692261,380.7692261,1848.77,-90.54618073,-4.709218979
Alt2,31-Jan,N-0,784.0099089,356.1741028,380.7692261,1849.92,-56.64673996,0.92078948
Alt2,31-Jan,N-0,814.5966854,323.3805542,323.3805542,1843.68,-45.00074005,-0.795000613
Alt2,31-Jan,N-0,812.7389414,0,0,1836.12,133.6761475,43.00557709
Alt2,31-Jan,N-0,780.2511272,0,0,1848.22,143.7568665,46.7571907
Alt2,31-Jan,N-0,776.8004701,294.2635193,0,1884.56,49.83559418,32.11962128
Alt2,31-Jan,N-0,780.1004779,356.1741028,287.35849,1940.04,-16.99675751,24.46389198
Alt2,31-Jan,N-0,848.8170071,356.1741028,0,1926.88,19.74620819,32.23789597
Alt2,31-Jan,N-0,867.8956447,323.3805542,0,1921.32,24.61520004,33.29121017
Alt2,31-Jan,N-0,922.2232933,323.3805542,0,1913.98,6.189733982,26.21765137
Alt2,31-Jan,N-0,1002.86771,356.1741028,0,1909.67,-29.87164879,16.64603424
Alt2,31-Jan,N-0,1083.046875,323.3805542,0,1856.86,-58.19918823,-1.481927872
Alt2,31-Jan,N-0,1201.079062,68.5220108,0,1814.11,-13.75201988,1.543307066
Alt2,31-Jan,N-0,1220.378007,0,0,1814.16,7.807479382,1.268069029
Alt2,31-Jan,N-0,1292.527979,0,0,1809.28,-11.37890816,-6.663752079
Alt2,31-Jan,N-0,1400.601085,0,0,1820.41,-32.8722229,-10.93268013
Alt2,31-Jan,N-0,1458.921179,0,0,1816.25,-45.66100311,-16.36537361
Alt2,31-Jan,N-0,1565.538971,0,0,1820.26,-68.7219696,-21.3608284
Alt2,31-Jan,N-0,1647.369249,0,0,1827.22,-87.92285919,-25.33978081
Alt2,31-Jan,N-0,1652.587814,0,0,1857.22,-86.18595123,-26.3652668
Alt2,31-Jan,N-0,1641.22236,0,0,1929.77,-71.90065002,-19.58197784
Alt2,31-Jan,N-0,1554.156496,0,144.9959412,1936.27,-76.74897003,-19.5489521
Alt2,31-Jan,N-0,1423.663837,13.23274803,323.3805542,1944.98,-77.32501984,-17.23988152
Alt2,31-Jan,N-0,1334.191531,368.1489258,356.1741028,1923.77,-187.744751,-37.46262741
Alt2,31-Jan,N-0,1219.883393,380.7692261,380.7692261,1925.96,-161.9139862,-25.36355209
Alt2,31-Jan,N-0,1133.649429,380.7692261,380.7692261,1925.97,-140.3573914,-22.11024284
Alt2,31-Jan,N-0,1062.327881,380.7692261,356.1741028,1933.63,-116.4727173,-15.49830627
Alt2,31-Jan,N-0,1007.290379,380.7692261,356.1741028,1931.2,-101.5030899,-11.72475338
Alt2,31-Jan,N-0,928.0223002,380.7692261,323.3805542,1918.92,-72.51273346,-2.014164925
Alt2,31-Jan,N-0,940.9651358,323.3805542,0,1939.28,16.9743576,25.76799393
Alt2,31-Jan,N-0,1017.39581,356.1741028,0,1961.21,-12.31706619,21.51902962
Alt2,31-Jan,N-0,1205.183658,0,0,1946.25,52.84884644,23.76576996
Alt2,31-Jan,N-0,1539.52398,0,0,1951.49,-38.40290451,-11.10459614
Alt2,31-Jan,N-0,1747.17116,0,0,1929.34,-82.00241852,-14.82677746
Alt2,31-Jan,N-0,1839.466381,0,0,1917.64,-97.38208008,-17.1218338
Alt2,31-Jan,N-0,1814.293585,0,0,1882.93,-70.80096436,-8.376431465
